Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	p_No-Effect	p_Very Weak (35%)	p_Strong & Weak	p_Low (25%)	p_Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
CAMK4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CAMLG	0	2	0	0	0	1	0.00250881971694833	1	1	1	1	1	1	0.739026608049636	1
CANT1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CARM1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CARS2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CASP1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CASP3	7	0	0	1	0	0.498279446604611	1	1	0.369175097268187	1	1	1	1	1	1
CASP7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CASP8	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CASR	5	1	0	1	0	0.848907931637341	0.301839640343729	1	0.331790753920129	1	1	1	1	1	1
CAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CATSPER1	2	0	3	0	0	0.99304262883844	1	0.00308901106997358	1	1	1	1	0.38902296659873	1	1
CATSPER2	2	0	3	0	0	0.99304262883844	1	0.00308901106997358	1	1	1	1	0.38902296659873	1	1
CATSPER4	2	0	3	0	0	0.99304262883844	1	0.00308901106997358	1	1	1	1	0.38902296659873	1	1
CBFB	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CBR1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CBS	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CCKAR	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
CCKBR	9	0	0	0	0	0.131720509620428	1	1	1	1	1	1	1	1	1
CCL2	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
CCL7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CCL8	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CCNA2	3	0	0	1	0	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
CCNB1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CCND1	1	1	1	0	0	0.991781358269222	0.142741396965398	0.195620690318418	1	1	1	1	1	1	1
CCNE1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CCR1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CCR2	8	0	0	1	0	0.431058238618997	1	1	0.4044648636752	1	1	1	1	1	1
CCR3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CCR4	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
CCR5	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
CCR9	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CD274	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CD38	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CD44	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CD55	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDA	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CDC25A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CDC25B	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CDC25C	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDC42	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDC42BPA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDC7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDH2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDH5	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
CDIPT	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
CDK1	18	0	0	1	8	0.967686740464308	1	1	0.788524905009739	3.27070845120013e-07	1	6.74420082637466e-05	1	1	1
CDK15	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDK2	24	0	0	1	7	0.81841316475986	1	1	0.841334025211259	1.63249699595131e-05	1	0.00306018982331963	1	1	1
CDK3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDK4	14	0	0	0	4	0.709694380618477	1	1	1	0.00106847612613987	1	0.137699860756276	1	1	1
CDK5	12	0	0	1	2	0.641609466355968	1	1	0.578356727444134	0.0570432294210776	1	1	1	1	1
CDK5R1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CDK6	8	1	0	0	1	0.672524349620765	0.401439127205337	1	1	0.231954759327002	1	1	1	1	1
CDK7	8	0	0	0	4	0.925010146760383	1	1	1	0.000196186117212648	1	0.0269690515794987	1	1	1
CDK8	0	0	0	0	1	1	1	1	1	0.0260555507782269	1	1	1	1	1
CDK9	6	0	1	0	4	0.987794105244729	1	0.549722561508557	1	0.000133591809115997	1	0.0196761650283704	1	1	1
CDKL2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
CDO1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CEL	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CELA1	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
CENPE	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CERK	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CERS1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CES1	7	1	0	0	0	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
CES3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CETP	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
CFD	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CFTR	10	2	0	1	0	0.741895986246045	0.135709851053822	1	0.52693181653714	1	1	1	1	1	1
CHAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHD1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHEK1	11	2	0	1	3	0.960571814506709	0.20812388375542	1	0.624183843752951	0.00921222001785518	1	0.853718199592605	1	1	1
CHEK2	1	0	0	0	2	0.991781358269222	1	1	1	0.00200750155256589	1	0.229970455632826	1	1	1
CHRFAM7A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHRM1	69	7	7	7	1	0.858816293823406	0.171814161886222	0.454782409477999	0.248307554048819	0.908655812348002	1	1	1	1	1
CHRM2	55	5	4	6	1	0.745060355288743	0.282703671269282	0.740002628803176	0.206739117204438	0.845687930070728	1	1	1	1	1
CHRM3	58	5	5	5	1	0.683150557693101	0.31213768276437	0.597112865492809	0.399698414136654	0.857368018186732	1	1	1	1	1
CHRM4	43	3	4	5	1	0.772553547559424	0.5356486607555	0.556963409247458	0.20380790888193	0.771204158367082	1	1	1	1	1
CHRM5	28	3	5	2	0	0.871965743494384	0.296079425094016	0.124262851726098	0.635116727256317	1	1	1	1	1	1
CHRNA1	9	0	0	0	0	0.131720509620428	1	1	1	1	1	1	1	1	1
CHRNA2	16	1	1	1	0	0.447650894814487	0.62271132649999	0.747838347849314	0.665023338431147	1	1	1	1	1	1
CHRNA3	11	0	0	0	0	0.0839700708339287	1	1	1	1	1	1	1	1	1
CHRNA4	18	1	0	0	0	0.0803976280830825	0.62271132649999	1	1	1	1	1	1	1	1
CHRNA5	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CHRNA6	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
CHRNA7	23	1	0	0	0	0.0317915322273833	0.707995266652753	1	1	1	1	1	1	1	1
CHRNA9	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CHRNB1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHRNB2	11	0	0	0	0	0.0839700708339287	1	1	1	1	1	1	1	1	1
CHRNB3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CHRNB4	8	0	0	0	0	0.164980257286935	1	1	1	1	1	1	1	1	1
CHRND	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHRNE	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHRNG	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CHUK	4	0	0	2	0	0.89892103559856	1	1	0.0404604270733511	1	1	1	1	1	1
CKB	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CKM	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CKMT1A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CKMT2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CLCA1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CLCN1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CLCN2	3	0	0	1	0	0.816499971234999	1	1	0.205787517164507	1	1	1	1	1	1
CLCN3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CLCN7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CLCNKA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CLK1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CLK3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CLK4	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CMA1	1	0	0	0	1	0.95928832113685	1	1	1	0.0514300278301785	1	1	1	1	1
CMPK1	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
CNGA3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CNR1	19	2	1	1	1	0.647716728846309	0.339547017746307	0.824452603151942	0.748724045440857	0.468998365841145	1	1	1	1	1
CNR2	13	2	0	0	0	0.39166587121671	0.171276769523079	1	1	1	1	1	1	1	1
COL1A1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
COMT	8	0	0	0	0	0.164980257286935	1	1	1	1	1	1	1	1	1
COX4I1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX5A	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX5B	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6A2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6B1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6C	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX7B	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX7C	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX8A	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
CPA1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CPA2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CPS1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CPT1A	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
CPT1B	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CRAT	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
CREB1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CREBBP	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CRH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CRHR1	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
CRHR2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CROT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CRY1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CRY2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CRYZ	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CS	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
CSAD	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CSF1	1	0	0	1	0	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
CSF1R	10	3	0	1	0	0.866268945110011	0.0302172917333804	1	0.553384950657938	1	1	1	1	1	1
CSF2RB	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CSK	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CSNK1A1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CSNK1D	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
CSNK1E	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
CSNK1G2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CSNK1G3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CSNK2A1	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
CSNK2A2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
CTDSP1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CTH	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CTNNB1	5	0	1	0	0	0.651092047272845	1	0.352936252417099	1	1	1	1	1	1	1
CTNS	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
CTPS1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CTSA	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
CTSB	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
CTSC	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CTSD	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CTSF	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CTSG	0	0	1	0	1	1	1	0.135089604242721	1	0.0514300278301785	1	1	1	1	1
CTSK	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
CTSL	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
CTSS	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
CXCL2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CXCL8	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CXCR1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CXCR2	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
CXCR3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CXCR4	4	1	1	1	0	0.965605174213517	0.301839640343729	0.398205688646792	0.331790753920129	1	1	1	1	1	1
CYB5R1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYB5R3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CYBA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYBB	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYCS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYP11A1	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
CYP17A1	8	0	1	0	0	0.431058238618997	1	0.479454712369289	1	1	1	1	1	1	1
CYP19A1	15	1	0	0	0	0.137289973336915	0.559984855958957	1	1	1	1	1	1	1	1
CYP1A1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
CYP1A2	10	0	1	1	0	0.552230991374997	1	0.581211035299969	0.498909306306538	1	1	1	1	1	1
CYP1B1	6	1	0	0	0	0.571965693527047	0.301839640343729	1	1	1	1	1	1	1	1
CYP26A1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CYP27B1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYP2A13	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYP2A6	4	0	1	0	0	0.733701710048084	1	0.304256964937203	1	1	1	1	1	1	1
CYP2B6	9	0	1	0	0	0.370691710868555	1	0.51586336197673	1	1	1	1	1	1	1
CYP2C18	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
CYP2C19	9	1	1	0	0	0.611633977957376	0.431369742203747	0.549722561508557	1	1	1	1	1	1	1
CYP2C8	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
CYP2C9	11	1	1	0	0	0.495331492913682	0.486808872096871	0.610494964280798	1	1	1	1	1	1	1
CYP2D6	9	1	1	1	0	0.789842937704514	0.459801255093559	0.581211035299969	0.498909306306538	1	1	1	1	1	1
CYP2E1	3	1	0	0	0	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
CYP2J2	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
CYP3A4	43	2	2	2	1	0.182970620518379	0.7204118328882	0.872943259887649	0.77687524222555	0.732126516625094	1	1	1	1	1
CYP3A43	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYP3A5	10	1	0	0	0	0.317148984848818	0.431369742203747	1	1	1	1	1	1	1	1
CYP3A7	6	1	1	0	0	0.793024434294356	0.336759658332725	0.440304396917806	1	1	1	1	1	1	1
CYP4A11	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYP51A1	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
CYP7A1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
CYSLTR1	6	1	0	1	0	0.793024434294356	0.336759658332725	1	0.369175097268187	1	1	1	1	1	1
CYSLTR2	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
CYTH2	0	0	0	0	1	1	1	1	1	0.0260555507782269	1	1	1	1	1
DAGLA	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DAGLB	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DAO	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
DAPK3	0	1	1	0	0	1	0.0975857713914875	0.135089604242721	1	1	1	1	1	1	1
DARS2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
DBH	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
DBI	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
DCK	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
DCLK2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
DCN	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DDAH1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DDAH2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DDC	4	1	0	1	0	0.89892103559856	0.265077735944928	1	0.29218731080305	1	1	1	1	1	1
DDR1	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
DDR2	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
DGAT1	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
DGAT2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DGKA	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DHCR7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DHFR	8	1	4	0	0	0.968668655999286	0.486808872096871	0.0103216463724521	1	1	1	1	0.608092423428464	1	1
DHH	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
DHODH	3	1	1	0	0	0.940697363015372	0.22637661780522	0.304256964937203	1	1	1	1	1	1	1
DHPS	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DHRS3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DHRS4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DKK1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DLAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DLD	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
DLG4	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DMD	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DMPK	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DNM1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
DNM1L	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DNM2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DNMT1	10	1	0	0	0	0.317148984848818	0.431369742203747	1	1	1	1	1	1	1	1
DNMT3A	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
DNMT3B	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
DNPEP	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
DOT1L	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DPEP1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DPP4	15	1	0	0	0	0.137289973336915	0.559984855958957	1	1	1	1	1	1	1	1
DPP7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
DPYD	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
DRD1	44	1	11	5	0	0.946166783937644	0.956004445033079	0.00323032474154251	0.255650483337458	1	1	1	0.38902296659873	1	1
DRD2	96	4	17	9	0	0.868101154846206	0.87913785241028	0.00729863764228664	0.274971531522114	1	1	1	0.475761733444699	1	1
DRD3	55	3	6	7	0	0.745060355288743	0.695266694396224	0.378525059078877	0.102633455025455	1	1	1	1	1	1
DRD4	41	1	8	8	0	0.966117164806212	0.9487190098558	0.048640825138135	0.0153592957461834	1	1	1	1	1	1
DRD5	27	1	5	3	0	0.825179691435211	0.842054097319341	0.104420434848207	0.327530635547838	1	1	1	1	1	1
DYRK1A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
DYRK1B	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
EARS2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
EBP	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EDNRA	14	0	0	0	0	0.0427466251020111	1	1	1	1	1	1	1	1	1
EDNRB	8	0	0	0	0	0.164980257286935	1	1	1	1	1	1	1	1	1
EED	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EEF2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EGFR	38	6	10	2	3	0.998164405747621	0.0745828959677368	0.00761403356143311	0.849006805246667	0.199301834051116	1	1	0.475761733444699	1	1
EGLN1	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
EGLN2	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
EGLN3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EHHADH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EHMT1	4	0	2	0	0	0.89892103559856	1	0.0608605275377193	1	1	1	1	1	1	1
EHMT2	7	0	3	0	0	0.875955432732409	1	0.0284019029204375	1	1	1	1	1	1	1
EIF2A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
EIF2AK3	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
EIF2AK4	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
EIF2S1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EIF4E	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
EIF4G1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EIF5A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ELANE	4	0	0	1	1	0.89892103559856	1	1	0.29218731080305	0.146467421602334	1	1	1	1	1
ELN	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ELOVL4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ENOX2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ENPEP	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
ENPP1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
ENPP2	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
ENTPD3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EP300	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
EPAS1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
EPHA1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA10	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA2	2	0	2	0	0	0.972104522509213	1	0.0267508249261874	1	1	1	1	1	1	1
EPHA3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA4	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA5	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA6	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA7	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHA8	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHB1	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHB2	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHB3	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHB4	0	1	2	0	0	1	0.142741396965398	0.0140274320913286	1	1	1	1	0.761172762429462	1	1
EPHB6	0	0	1	0	0	1	1	0.069997420242497	1	1	1	1	1	1	1
EPHX2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EPRS	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
EPX	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ERBB2	22	1	4	1	1	0.782939617131536	0.77397576921216	0.14190810638785	0.811486503432031	0.534524979506991	1	1	1	1	1
ERBB3	2	0	1	0	0	0.894302246872106	1	0.195620690318418	1	1	1	1	1	1	1
ERBB4	5	0	2	1	0	0.942047093875649	1	0.103514730749699	0.369175097268187	1	1	1	1	1	1
ERN1	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
