Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
CHRNA7	0.0313220186255394	0.707995266652753	1	1	1	1	1	1	1	1
CHRNA9	0.507555483065512	1	1	1	1	1	1	1	1	1
CHRNB1	0.797661019864133	1	1	1	1	1	1	1	1	1
CHRNB2	0.0832765537685997	1	1	1	1	1	1	1	1	1
CHRNB3	0.636276980333582	1	1	1	1	1	1	1	1	1
CHRNB4	0.163988004309598	1	1	1	1	1	1	1	1	1
CHRND	0.797661019864133	1	1	1	1	1	1	1	1	1
CHRNE	0.797661019864133	1	1	1	1	1	1	1	1	1
CHRNG	0.797661019864133	1	1	1	1	1	1	1	1	1
CHUK	0.898171935817978	1	1	0.0404604270733511	1	1	1	1	1	1
CKB	0.797661019864133	1	1	1	1	1	1	1	1	1
CKM	0.636276980333582	1	1	1	1	1	1	1	1	1
CKMT1A	0.797661019864133	1	1	1	1	1	1	1	1	1
CKMT2	0.797661019864133	1	1	1	1	1	1	1	1	1
CLCA1	0.636276980333582	1	1	1	1	1	1	1	1	1
CLCN1	0.507555483065512	1	1	1	1	1	1	1	1	1
CLCN2	0.815570799000816	1	1	0.205787517164507	1	1	1	1	1	1
CLCN3	0.797661019864133	1	1	1	1	1	1	1	1	1
CLCN7	0.797661019864133	1	1	1	1	1	1	1	1	1
CLCNKA	0.797661019864133	1	1	1	1	1	1	1	1	1
CLK1	0.636276980333582	1	1	1	1	1	1	1	1	1
CLK3	0.797661019864133	1	1	1	1	1	1	1	1	1
CLK4	0.636276980333582	1	1	1	1	1	1	1	1	1
CMA1	0.959045059394684	1	1	1	0.0514300278301785	1	1	1	1	1
CMPK1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
CNGA3	0.797661019864133	1	1	1	1	1	1	1	1	1
CNR1	0.644903736050786	0.339547017746307	0.827156498638022	0.748724045440857	0.468998365841145	1	1	1	1	1
CNR2	0.389431481885511	0.171276769523079	1	1	1	1	1	1	1	1
COL1A1	1	1	0.070599363659816	1	1	1	1	1	1	1
COMT	0.163988004309598	1	1	1	1	1	1	1	1	1
COX4I1	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX5A	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX5B	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6A2	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6B1	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX6C	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX7B	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX7C	1	0.0500472955542181	1	1	1	1	1	1	1	1
COX8A	1	0.0500472955542181	1	1	1	1	1	1	1	1
CPA1	0.797661019864133	1	1	1	1	1	1	1	1	1
CPA2	0.797661019864133	1	1	1	1	1	1	1	1	1
CPS1	0.797661019864133	1	1	1	1	1	1	1	1	1
CPT1A	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
CPT1B	0.797661019864133	1	1	1	1	1	1	1	1	1
CRAT	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
CREB1	0.636276980333582	1	1	1	1	1	1	1	1	1
CREBBP	0.636276980333582	1	1	1	1	1	1	1	1	1
CRH	0.797661019864133	1	1	1	1	1	1	1	1	1
CRHR1	0.322988123346349	1	1	1	1	1	1	1	1	1
CRHR2	0.797661019864133	1	1	1	1	1	1	1	1	1
CROT	0.797661019864133	1	1	1	1	1	1	1	1	1
CRY1	0.797661019864133	1	1	1	1	1	1	1	1	1
CRY2	0.797661019864133	1	1	1	1	1	1	1	1	1
CRYZ	0.797661019864133	1	1	1	1	1	1	1	1	1
CS	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
CSAD	0.636276980333582	1	1	1	1	1	1	1	1	1
CSF1	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
CSF1R	0.864952092126052	0.0302172917333804	1	0.553384950657938	1	1	1	1	1	1
CSF2RB	0.797661019864133	1	1	1	1	1	1	1	1	1
CSK	0.507555483065512	1	1	1	1	1	1	1	1	1
CSNK1A1	0.507555483065512	1	1	1	1	1	1	1	1	1
CSNK1D	0.25766312298242	1	1	1	1	1	1	1	1	1
CSNK1E	0.404883711087078	1	1	1	1	1	1	1	1	1
CSNK1G2	0.636276980333582	1	1	1	1	1	1	1	1	1
CSNK1G3	0.797661019864133	1	1	1	1	1	1	1	1	1
CSNK2A1	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
CSNK2A2	1	0.0500472955542181	1	1	1	1	1	1	1	1
CTDSP1	0.797661019864133	1	1	1	1	1	1	1	1	1
CTH	0.636276980333582	1	1	1	1	1	1	1	1	1
CTNNB1	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
CTNS	1	0.0500472955542181	1	1	1	1	1	1	1	1
CTPS1	0.507555483065512	1	1	1	1	1	1	1	1	1
CTSA	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
CTSB	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
CTSC	0.797661019864133	1	1	1	1	1	1	1	1	1
CTSD	0.636276980333582	1	1	1	1	1	1	1	1	1
CTSF	0.797661019864133	1	1	1	1	1	1	1	1	1
CTSG	1	1	0.136208815287958	1	0.0514300278301785	1	1	1	1	1
CTSK	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
CTSL	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
CTSS	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
CXCL2	0.797661019864133	1	1	1	1	1	1	1	1	1
CXCL8	0.636276980333582	1	1	1	1	1	1	1	1	1
CXCR1	0.507555483065512	1	1	1	1	1	1	1	1	1
CXCR2	0.25766312298242	1	1	1	1	1	1	1	1	1
CXCR3	0.636276980333582	1	1	1	1	1	1	1	1	1
CXCR4	0.96525183830592	0.301839640343729	0.400926223101641	0.331790753920129	1	1	1	1	1	1
CYB5R1	0.797661019864133	1	1	1	1	1	1	1	1	1
CYB5R3	0.636276980333582	1	1	1	1	1	1	1	1	1
CYBA	0.797661019864133	1	1	1	1	1	1	1	1	1
CYBB	0.797661019864133	1	1	1	1	1	1	1	1	1
CYCS	0.797661019864133	1	1	1	1	1	1	1	1	1
CYP11A1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
CYP17A1	0.42925484225098	1	0.482478061098749	1	1	1	1	1	1	1
CYP19A1	0.136050752416768	0.559984855958957	1	1	1	1	1	1	1	1
CYP1A1	0.507555483065512	1	1	1	1	1	1	1	1	1
CYP1A2	0.550104783849284	1	0.584450569486292	0.498909306306538	1	1	1	1	1	1
CYP1B1	0.57031357165159	0.301839640343729	1	1	1	1	1	1	1	1
CYP26A1	0.636276980333582	1	1	1	1	1	1	1	1	1
CYP27B1	0.797661019864133	1	1	1	1	1	1	1	1	1
CYP2A13	0.797661019864133	1	1	1	1	1	1	1	1	1
CYP2A6	0.732466062049992	1	0.306505232527227	1	1	1	1	1	1	1
CYP2B6	0.36889284675534	1	0.518986525769476	1	1	1	1	1	1	1
CYP2C18	0.636276980333582	1	1	1	1	1	1	1	1	1
CYP2C19	0.609635507714842	0.431369742203747	0.552916593846052	1	1	1	1	1	1	1
CYP2C8	0.25766312298242	1	1	1	1	1	1	1	1	1
CYP2C9	0.493125888109222	0.486808872096871	0.613757852576383	1	1	1	1	1	1	1
CYP2D6	0.788227679311517	0.459801255093559	0.584450569486292	0.498909306306538	1	1	1	1	1	1
CYP2E1	0.815570799000816	0.185633806436352	1	1	1	1	1	1	1	1
CYP2J2	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
CYP3A4	0.180255033605367	0.7204118328882	0.876083444689473	0.77687524222555	0.732126516625094	1	1	1	1	1
CYP3A43	0.797661019864133	1	1	1	1	1	1	1	1	1
CYP3A5	0.315394477653229	0.431369742203747	1	1	1	1	1	1	1	1
CYP3A7	0.791689220206531	0.336759658332725	0.443195007119651	1	1	1	1	1	1	1
CYP4A11	0.797661019864133	1	1	1	1	1	1	1	1	1
CYP51A1	0.322988123346349	1	1	1	1	1	1	1	1	1
CYP7A1	0.797661019864133	1	1	1	1	1	1	1	1	1
CYSLTR1	0.791689220206531	0.336759658332725	1	0.369175097268187	1	1	1	1	1	1
CYSLTR2	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
CYTH2	1	1	1	1	0.0260555507782269	1	1	1	1	1
DAGLA	0.636276980333582	1	1	1	1	1	1	1	1	1
DAGLB	0.636276980333582	1	1	1	1	1	1	1	1	1
DAO	0.507555483065512	1	1	1	1	1	1	1	1	1
DAPK3	1	0.0975857713914875	0.136208815287958	1	1	1	1	1	1	1
DARS2	1	0.0500472955542181	1	1	1	1	1	1	1	1
DBH	0.404883711087078	1	1	1	1	1	1	1	1	1
DBI	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
DCK	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
DCLK2	1	1	0.070599363659816	1	1	1	1	1	1	1
DCN	0.797661019864133	1	1	1	1	1	1	1	1	1
DDAH1	0.797661019864133	1	1	1	1	1	1	1	1	1
DDAH2	0.797661019864133	1	1	1	1	1	1	1	1	1
DDC	0.898171935817978	0.265077735944928	1	0.29218731080305	1	1	1	1	1	1
DDR1	1	0.0975857713914875	0.136208815287958	1	1	1	1	1	1	1
DDR2	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
DGAT1	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
DGAT2	0.797661019864133	1	1	1	1	1	1	1	1	1
DGKA	0.636276980333582	1	1	1	1	1	1	1	1	1
DHCR7	0.797661019864133	1	1	1	1	1	1	1	1	1
DHFR	0.968238318509014	0.486808872096871	0.0106327860441093	1	1	1	1	0.592562292512254	1	1
DHH	0.404883711087078	1	1	1	1	1	1	1	1	1
DHODH	0.940227904427053	0.22637661780522	0.306505232527227	1	1	1	1	1	1	1
DHPS	0.636276980333582	1	1	1	1	1	1	1	1	1
DHRS3	0.797661019864133	1	1	1	1	1	1	1	1	1
DHRS4	0.797661019864133	1	1	1	1	1	1	1	1	1
DKK1	0.797661019864133	1	1	1	1	1	1	1	1	1
DLAT	0.797661019864133	1	1	1	1	1	1	1	1	1
DLD	0.507555483065512	1	1	1	1	1	1	1	1	1
DLG4	0.636276980333582	1	1	1	1	1	1	1	1	1
DMD	0.797661019864133	1	1	1	1	1	1	1	1	1
DMPK	0.797661019864133	1	1	1	1	1	1	1	1	1
DNM1	0.507555483065512	1	1	1	1	1	1	1	1	1
DNM1L	0.797661019864133	1	1	1	1	1	1	1	1	1
DNM2	0.797661019864133	1	1	1	1	1	1	1	1	1
DNMT1	0.315394477653229	0.431369742203747	1	1	1	1	1	1	1	1
DNMT3A	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
DNMT3B	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
DNPEP	1	0.0500472955542181	1	1	1	1	1	1	1	1
DOT1L	0.636276980333582	1	1	1	1	1	1	1	1	1
DPEP1	0.636276980333582	1	1	1	1	1	1	1	1	1
DPP4	0.136050752416768	0.559984855958957	1	1	1	1	1	1	1	1
DPP7	0.797661019864133	1	1	1	1	1	1	1	1	1
DPYD	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
DRD1	0.944811382962419	0.956004445033079	0.00344772342383309	0.255650483337458	1	1	1	0.381081429974511	1	1
DRD2	0.864398597262083	0.87913785241028	0.00791174110921534	0.274971531522114	1	1	1	0.475188506099003	1	1
DRD3	0.740907549828494	0.695266694396224	0.386277869640595	0.102633455025455	1	1	1	1	1	1
DRD4	0.965200794617833	0.9487190098558	0.0506943742163586	0.0153592957461834	1	1	1	1	1	1
DRD5	0.822753528383289	0.842054097319341	0.107313184672601	0.327530635547838	1	1	1	1	1	1
DYRK1A	0.636276980333582	1	1	1	1	1	1	1	1	1
DYRK1B	0.507555483065512	1	1	1	1	1	1	1	1	1
EARS2	1	0.0500472955542181	1	1	1	1	1	1	1	1
EBP	0.797661019864133	1	1	1	1	1	1	1	1	1
EDNRA	0.0422978697119985	1	1	1	1	1	1	1	1	1
EDNRB	0.163988004309598	1	1	1	1	1	1	1	1	1
EED	0.797661019864133	1	1	1	1	1	1	1	1	1
EEF2	0.797661019864133	1	1	1	1	1	1	1	1	1
EGFR	0.998090139573974	0.0745828959677368	0.00806576028781043	0.849006805246667	0.199301834051116	1	1	0.475188506099003	1	1
EGLN1	0.322988123346349	1	1	1	1	1	1	1	1	1
EGLN2	0.507555483065512	1	1	1	1	1	1	1	1	1
EGLN3	0.797661019864133	1	1	1	1	1	1	1	1	1
EHHADH	0.797661019864133	1	1	1	1	1	1	1	1	1
EHMT1	0.982283873036128	1	0.00599869960147772	1	1	1	1	0.412310619274902	1	1
EHMT2	0.965572519153284	1	0.00370847252072795	1	1	1	1	0.381081429974511	1	1
EIF2A	0.636276980333582	1	1	1	1	1	1	1	1	1
EIF2AK3	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
EIF2AK4	1	0.0500472955542181	1	1	1	1	1	1	1	1
EIF2S1	0.797661019864133	1	1	1	1	1	1	1	1	1
EIF4E	0.636276980333582	1	1	1	1	1	1	1	1	1
EIF4G1	0.797661019864133	1	1	1	1	1	1	1	1	1
EIF5A	0.797661019864133	1	1	1	1	1	1	1	1	1
ELANE	0.898171935817978	1	1	0.29218731080305	0.146467421602334	1	1	1	1	1
ELN	0.797661019864133	1	1	1	1	1	1	1	1	1
ELOVL4	0.797661019864133	1	1	1	1	1	1	1	1	1
ENOX2	0.797661019864133	1	1	1	1	1	1	1	1	1
ENPEP	1	0.0500472955542181	1	1	1	1	1	1	1	1
ENPP1	0.636276980333582	1	1	1	1	1	1	1	1	1
ENPP2	0.507555483065512	1	1	1	1	1	1	1	1	1
ENTPD3	0.797661019864133	1	1	1	1	1	1	1	1	1
EP300	0.322988123346349	1	1	1	1	1	1	1	1	1
EPAS1	0.636276980333582	1	1	1	1	1	1	1	1	1
EPHA1	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA10	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA2	0.971869150738627	1	0.0271898516100631	1	1	1	1	1	1	1
EPHA3	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA4	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA5	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA6	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA7	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHA8	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHB1	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHB2	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHB3	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHB4	1	0.142741396965398	0.0142635719471297	1	1	1	1	0.735287133874537	1	1
EPHB6	1	1	0.070599363659816	1	1	1	1	1	1	1
EPHX2	0.797661019864133	1	1	1	1	1	1	1	1	1
EPRS	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
EPX	0.797661019864133	1	1	1	1	1	1	1	1	1
ERBB2	0.780458408861749	0.77397576921216	0.145118083347748	0.811486503432031	0.534524979506991	1	1	1	1	1
ERBB3	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
ERBB4	0.941483323527836	1	0.105044734975579	0.369175097268187	1	1	1	1	1	1
ERN1	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
ERO1A	0.797661019864133	1	1	1	1	1	1	1	1	1
ESD	0.797661019864133	1	1	1	1	1	1	1	1	1
ESR1	0.858570635784459	0.18127187889607	0.0598483907313606	0.855549782130023	1	1	1	1	1	1
ESR2	0.356900331871607	0.28225770420041	0.490004557230683	1	1	1	1	1	1	1
ESRRA	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
ESRRB	0.815570799000816	0.185633806436352	1	1	1	1	1	1	1	1
ESRRG	0.84786200895202	0.0445063095521212	1	1	1	1	1	1	1	1
EWSR1	0.797661019864133	1	1	1	1	1	1	1	1	1
EZH2	0.36889284675534	1	0.518986525769476	1	1	1	1	1	1	1
F10	0.205554714870891	1	1	1	1	1	1	1	1	1
F12	0.797661019864133	1	1	1	1	1	1	1	1	1
F2	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
F2R	1	0.0500472955542181	1	1	1	1	1	1	1	1
F2RL1	1	0.0500472955542181	1	1	1	1	1	1	1	1
F7	0.797661019864133	1	1	1	1	1	1	1	1	1
F9	0.797661019864133	1	1	1	1	1	1	1	1	1
FAAH	0.02692957968223	1	1	1	1	1	1	1	1	1
FAAH2	0.797661019864133	1	1	1	1	1	1	1	1	1
FABP4	0.507555483065512	1	1	1	1	1	1	1	1	1
FADS1	0.636276980333582	1	1	1	1	1	1	1	1	1
FADS2	0.797661019864133	1	1	1	1	1	1	1	1	1
FAH	0.797661019864133	1	1	1	1	1	1	1	1	1
FASN	0.36889284675534	0.401439127205337	1	1	1	1	1	1	1	1
FBP1	0.507555483065512	1	1	1	1	1	1	1	1	1
FCGR1A	0.797661019864133	1	1	1	1	1	1	1	1	1
FDFT1	1	1	1	0.0559807378106458	1	1	1	1	1	1
FDPS	0.205554714870891	1	1	1	1	1	1	1	1	1
FDXR	0.797661019864133	1	1	1	1	1	1	1	1	1
FECH	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
FES	0.797661019864133	1	1	1	1	1	1	1	1	1
FFAR1	0.0422978697119985	1	1	1	1	1	1	1	1	1
FFAR2	0.507555483065512	1	1	1	1	1	1	1	1	1
FFAR3	0.636276980333582	1	1	1	1	1	1	1	1	1
FGF1	0.636276980333582	1	1	1	1	1	1	1	1	1
FGFR1	0.255071949150555	0.707995266652753	1	0.748724045440857	0.468998365841145	1	1	1	1	1
FGFR2	0.192300714372635	1	1	0.553384950657938	1	1	1	1	1	1
FGFR3	0.439414573777503	1	0.640995853180643	0.553384950657938	1	1	1	1	1	1
FGFR4	0.496521688799943	1	1	0.369175097268187	1	1	1	1	1	1
FGR	0.971869150738627	1	0.0271898516100631	1	1	1	1	1	1	1
FKBP1A	0.84786200895202	0.301839640343729	0.400926223101641	1	1	1	1	1	1	1
FLI1	0.797661019864133	1	1	1	1	1	1	1	1	1
FLNA	0.797661019864133	1	1	1	1	1	1	1	1	1
FLT1	0.605182071500022	1	0.257638982589831	0.411820628807197	1	1	1	1	1	1
FLT3	0.886230730730934	0.496581301588896	0.201718286887147	0.850191888995451	0.212241538886767	1	1	1	1	1
FLT4	0.723021333985547	0.676482661391048	0.466304007487325	0.351040773939852	1	1	1	1	1	1
FNTA	0.322988123346349	1	1	1	1	1	1	1	1	1
FNTB	0.636276980333582	1	1	1	1	1	1	1	1	1
FOLH1	0.971869150738627	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
FOLR3	1	1	1	0.0559807378106458	1	1	1	1	1	1
FOS	0.797661019864133	1	1	1	1	1	1	1	1	1
FOXM1	1	0.0500472955542181	1	1	1	1	1	1	1	1
FPGS	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
FPR1	0.982283873036128	0.00224562866927736	1	1	1	1	1	1	0.739026608049636	1
FPR2	0.797661019864133	1	1	1	1	1	1	1	1	1
FRK	0.507555483065512	1	1	1	1	1	1	1	1	1
FSHR	1	1	1	0.0559807378106458	1	1	1	1	1	1
FTCD	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
FURIN	0.797661019864133	1	1	1	1	1	1	1	1	1
FXYD2	1	1	0.00498991203167401	1	1	1	1	0.381081429974511	1	1
FYN	0.636276980333582	1	1	1	1	1	1	1	1	1
G6PD	0.893719974869722	1	1	1	0.0761412909689847	1	1	1	1	1
GAA	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
GABBR1	0.00871309660460297	1	1	1	1	1	1	1	1	1
GABBR2	0.0832765537685997	1	1	1	1	1	1	1	1	1
GABRA1	0.209370595788716	0.758972948723699	0.980635476130798	0.358018010293568	0.758858828482949	1	1	1	1	1
GABRA2	0.38752147647787	0.543436288894404	0.928040154737202	0.327530635547838	1	1	1	1	1	1
GABRA3	0.327746038023154	0.572931965801364	0.937812575498739	0.358626170618301	1	1	1	1	1	1
GABRA4	0.372286630578723	0.37621981812841	1	0.431454537376246	1	1	1	1	1	1
GABRA5	0.356900331871607	0.558360779448346	0.933104795368215	0.34309490850834	1	1	1	1	1	1
GABRA6	0.372286630578723	0.37621981812841	1	0.431454537376246	1	1	1	1	1	1
GABRB1	0.539140765827133	0.581976166721678	1	0.245872273697821	1	1	1	1	1	1
GABRB2	0.448603245376461	0.707995266652753	1	0.148597155004742	1	1	1	1	1	1
GABRB3	0.401458359957925	0.64156280383318	1	0.309311943604126	1	1	1	1	1	1
GABRD	0.539140765827133	0.581976166721678	1	0.245872273697821	1	1	1	1	1	1
GABRE	0.588780055181981	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRG1	0.588780055181981	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRG2	0.372286630578723	0.7364335912959	1	0.176213725978612	1	1	1	1	1	1
GABRQ	0.588780055181981	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRR1	0.507555483065512	1	1	1	1	1	1	1	1	1
GABRR2	0.507555483065512	1	1	1	1	1	1	1	1	1
GABRR3	0.507555483065512	1	1	1	1	1	1	1	1	1
GAD1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GAD2	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
GAK	0.797661019864133	1	1	1	1	1	1	1	1	1
GALE	0.797661019864133	1	1	1	1	1	1	1	1	1
GAMT	0.636276980333582	1	1	1	1	1	1	1	1	1
GANAB	1	1	1	0.0559807378106458	1	1	1	1	1	1
GANC	1	1	1	0.0559807378106458	1	1	1	1	1	1
GAPDH	0.797661019864133	1	1	1	1	1	1	1	1	1
GAPDHS	0.797661019864133	1	1	1	1	1	1	1	1	1
GART	1	0.0975857713914875	0.136208815287958	1	1	1	1	1	1	1
GAST	0.636276980333582	1	1	1	1	1	1	1	1	1
GATB	1	0.0500472955542181	1	1	1	1	1	1	1	1
GATM	0.636276980333582	1	1	1	1	1	1	1	1	1
GBA	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
GBF1	0.797661019864133	1	1	1	1	1	1	1	1	1
GCAT	0.636276980333582	1	1	1	1	1	1	1	1	1
GCDH	0.797661019864133	1	1	1	1	1	1	1	1	1
GCGR	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GCK	0.205554714870891	1	1	1	1	1	1	1	1	1
GCLC	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GCLM	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
GCSH	0.797661019864133	1	1	1	1	1	1	1	1	1
GFER	0.797661019864133	1	1	1	1	1	1	1	1	1
GGCX	0.732466062049992	0.22637661780522	1	1	1	1	1	1	1	1
GGPS1	0.636276980333582	1	1	1	1	1	1	1	1	1
GGT1	0.636276980333582	1	1	1	1	1	1	1	1	1
GHR	0.797661019864133	1	1	1	1	1	1	1	1	1
GHRHR	0.797661019864133	1	1	1	1	1	1	1	1	1
GHSR	0.163988004309598	1	1	1	1	1	1	1	1	1
GJA1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJA10	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJA3	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJA4	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJA5	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJA8	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB2	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB3	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB4	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB5	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB6	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJB7	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJC1	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJC2	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJC3	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJD2	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJD3	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GJD4	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
GLB1	0.797661019864133	1	1	1	1	1	1	1	1	1
GLDC	0.636276980333582	1	1	1	1	1	1	1	1	1
GLI1	0.636276980333582	1	1	1	1	1	1	1	1	1
GLI2	0.797661019864133	1	1	1	1	1	1	1	1	1
GLO1	0.25766312298242	1	1	1	1	1	1	1	1	1
GLP1R	0.815570799000816	0.185633806436352	1	1	1	1	1	1	1	1
GLRA1	0.539140765827133	1	1	0.245872273697821	0.361417633006274	1	1	1	1	1
GLRA2	0.42925484225098	1	1	1	0.211423863171384	1	1	1	1	1
GLRA3	0.25766312298242	1	1	1	1	1	1	1	1	1
GLRB	0.343427964970941	1	1	0.224754309331111	1	1	1	1	1	1
GLRX	0.797661019864133	1	1	1	1	1	1	1	1	1
GLRX2	0.797661019864133	1	1	1	1	1	1	1	1	1
GLS	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GLS2	1	0.0500472955542181	1	1	1	1	1	1	1	1
GLUD1	0.991707601657165	0.142741396965398	0.197181436958372	1	1	1	1	1	1	1
GLUD2	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GLUL	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
GLYAT	0.797661019864133	1	1	1	1	1	1	1	1	1
GMPS	1	0.0500472955542181	1	1	1	1	1	1	1	1
GNAS	0.797661019864133	1	1	1	1	1	1	1	1	1
GNMT	0.636276980333582	1	1	1	1	1	1	1	1	1
GNRH1	0.797661019864133	1	1	1	1	1	1	1	1	1
GNRHR	0.0832765537685997	1	1	1	1	1	1	1	1	1
GOT1	0.971869150738627	0.0140641685525357	1	1	1	1	1	1	1	1
GOT2	0.991707601657165	0.00727452024366626	1	1	1	1	1	1	1	1
GP9	0.797661019864133	1	1	1	1	1	1	1	1	1
GPD1	0.797661019864133	1	1	1	1	1	1	1	1	1
GPER1	0.25766312298242	1	1	1	1	1	1	1	1	1
GPI	0.797661019864133	1	1	1	1	1	1	1	1	1
GPR119	0.0832765537685997	1	1	1	1	1	1	1	1	1
GPR12	0.797661019864133	1	1	1	1	1	1	1	1	1
GPR143	0.797661019864133	1	1	1	1	1	1	1	1	1
GPR17	0.797661019864133	1	1	1	1	1	1	1	1	1
GPR18	0.507555483065512	1	1	1	1	1	1	1	1	1
GPR35	0.25766312298242	1	1	1	1	1	1	1	1	1
GPR39	0.797661019864133	1	1	1	1	1	1	1	1	1
GPR55	0.496521688799943	0.336759658332725	1	1	1	1	1	1	1	1
GPR84	0.797661019864133	1	1	1	1	1	1	1	1	1
GPRC5A	1	0.0500472955542181	1	1	1	1	1	1	1	1
GPT	0.971869150738627	0.185633806436352	0.253845298741142	1	1	1	1	1	1	1
GPT2	0.971869150738627	0.185633806436352	0.253845298741142	1	1	1	1	1	1	1
GPX1	0.797661019864133	1	1	1	1	1	1	1	1	1
GPX2	0.797661019864133	1	1	1	1	1	1	1	1	1
GPX3	0.797661019864133	1	1	1	1	1	1	1	1	1
GPX4	0.797661019864133	1	1	1	1	1	1	1	1	1
