Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of phosphoprotein phosphatase activity (GO:0032516)	2/18	9.502488602876735E-4	0.0070459582758391846	0	0	50.849489795918366	353.85075072456357	CALM1;MTOR
cytokine-mediated signaling pathway (GO:0019221)	7/621	9.507485289025147E-4	0.0070459582758391846	0	0	5.009809002072846	34.85955838846101	UGCG;HSP90AA1;SYK;PIK3CA;SRC;STAT3;IL12A
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	3/77	0.001000413809073772	0.007363590077672254	0	0	16.78631756756757	115.94882889834172	FGR;PIK3CA;SRC
cardiac muscle cell contraction (GO:0086003)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	PIK3CA;ATP1A1
diol metabolic process (GO:0034311)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	HSP90AA1;CALM1
DNA alkylation (GO:0006305)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	EHMT2;EHMT1
peptidyl-lysine dimethylation (GO:0018027)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	EHMT2;EHMT1
DNA methylation or demethylation (GO:0044728)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	EHMT2;EHMT1
dopamine metabolic process (GO:0042417)	2/19	0.0010603134017817932	0.007498425494953596	0	0	47.85594237695078	327.7744779803496	DRD1;DRD2
regulation of cellular response to heat (GO:1900034)	3/79	0.001077633987669131	0.007522580481664515	0	0	16.34292763157895	111.67101847475926	HSP90AA1;ATM;MTOR
regulation of ion transport (GO:0043269)	3/79	0.001077633987669131	0.007522580481664515	0	0	16.34292763157895	111.67101847475926	ATP1A1;DRD1;DRD2
protein stabilization (GO:0050821)	4/179	0.0011167882637165287	0.0077023035441873815	0	0	9.616534954407294	65.36645703272721	HSP90AA1;ATP1B3;ATP1B2;ATP1B1
positive regulation of cell adhesion (GO:0045785)	3/80	0.0011176170577055628	0.0077023035441873815	0	0	16.12987012987013	109.62757347108415	SYK;IL12A;ATM
purine ribonucleoside monophosphate metabolic process (GO:0009167)	2/20	0.0011762077962531588	0.008004131041169295	0	0	45.19501133786848	304.8611297728522	IMPDH1;IMPDH2
positive regulation of alpha-beta T cell activation (GO:0046635)	2/20	0.0011762077962531588	0.008004131041169295	0	0	45.19501133786848	304.8611297728522	SYK;IL12A
ephrin receptor signaling pathway (GO:0048013)	3/82	0.001200370609876017	0.008117506249286565	0	0	15.719936708860759	105.71853823216108	SRC;EPHB4;EPHA2
regulation of Notch signaling pathway (GO:0008593)	3/83	0.0012431574422243534	0.008354635729731368	0	0	15.52265625	103.84813517292659	SRC;STAT3;EGFR
vascular transport (GO:0010232)	3/84	0.0012868950850409683	0.008562992704133942	0	0	15.330246913580247	102.03080897740581	ATP1A4;ATP1A2;ATP1B2
regulation of anoikis (GO:2000209)	2/21	0.0012979027758576402	0.008562992704133942	0	0	42.81417830290011	284.5860815063359	PIK3CA;SRC
positive regulation of phosphatase activity (GO:0010922)	2/21	0.0012979027758576402	0.008562992704133942	0	0	42.81417830290011	284.5860815063359	CALM1;MTOR
regulation of cell cycle G2/M phase transition (GO:1902749)	3/85	0.001331591523536178	0.00873201229373421	0	0	15.142530487804878	100.26445484950855	HSP90AA1;KCNH5;TUBB
positive regulation of gene expression (GO:0010628)	6/482	0.0013650724098563441	0.008897640647376893	0	0	5.454621848739496	35.98167377925321	FGR;STAT3;ATM;DRD1;EGFR;MTOR
transport across blood-brain barrier (GO:0150104)	3/86	0.001377254667314228	0.008923290718766436	0	0	14.95933734939759	98.54707514703038	ATP1A4;ATP1A2;ATP1B2
neutrophil activation involved in immune response (GO:0002283)	6/485	0.0014089463323178058	0.009072055591629987	0	0	5.419624217118998	35.57936221509715	FGR;HSP90AA1;SYK;IMPDH1;TUBB;IMPDH2
osteoclast differentiation (GO:0030316)	2/22	0.0014253691779825303	0.009072055591629987	0	0	40.67142857142857	266.5330663196843	SRC;EPHA2
positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	2/22	0.0014253691779825303	0.009072055591629987	0	0	40.67142857142857	266.5330663196843	ATP1B1;CALM1
protein import (GO:0017038)	3/89	0.0015201223081367434	0.009618551680724891	0	0	14.435319767441861	93.6702772497612	HSP90AA1;SYK;STAT3
DNA methylation (GO:0006306)	2/23	0.0015585779465969848	0.0097478690070401	0	0	38.732750242954324	250.36777892881818	EHMT2;EHMT1
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	2/23	0.0015585779465969848	0.0097478690070401	0	0	38.732750242954324	250.36777892881818	ATP1A2;CALM1
positive regulation of cytokine production (GO:0001819)	5/335	0.0015989252076120035	0.009942741808253951	0	0	6.462121212121212	41.605873851953056	FGR;SYK;STAT3;IL12A;DRD2
axon guidance (GO:0007411)	4/203	0.001773452199139614	0.010965001596966072	0	0	8.446487757938629	53.50704070558028	PIK3CA;SRC;EPHB4;EPHA2
regulation of vesicle-mediated transport (GO:0060627)	3/96	0.001888741990129295	0.011611470643863052	0	0	13.344086021505376	83.69202965543494	FGR;SYK;SRC
calcium ion homeostasis (GO:0055074)	3/97	0.0019455397883127385	0.011893073734205555	0	0	13.201462765957446	82.40637964942252	HTR2C;HTR2A;ATP1B1
negative regulation of macroautophagy (GO:0016242)	2/26	0.00199236946765875	0.011910186541473853	0	0	33.886054421768705	210.71807980632997	PIK3CA;MTOR
negative regulation of protein transport (GO:0051224)	2/26	0.00199236946765875	0.011910186541473853	0	0	33.886054421768705	210.71807980632997	IL12A;DRD2
histone methylation (GO:0016571)	2/26	0.00199236946765875	0.011910186541473853	0	0	33.886054421768705	210.71807980632997	EHMT2;EHMT1
membrane depolarization during action potential (GO:0086010)	2/26	0.00199236946765875	0.011910186541473853	0	0	33.886054421768705	210.71807980632997	KCNH2;ATP1A2
phosphate-containing compound metabolic process (GO:0006796)	4/212	0.0020769964327535875	0.012347857913403197	0	0	8.077332242225859	49.89232791604774	PIK3CA;STAT3;CALM1;MTOR
negative regulation of cation channel activity (GO:2001258)	2/27	0.002148259243301948	0.012564413520284907	0	0	32.52897959183674	199.82869057552082	DRD2;CALM1
peptidyl-lysine methylation (GO:0018022)	2/27	0.002148259243301948	0.012564413520284907	0	0	32.52897959183674	199.82869057552082	EHMT2;EHMT1
positive regulation of gene silencing by miRNA (GO:2000637)	2/27	0.002148259243301948	0.012564413520284907	0	0	32.52897959183674	199.82869057552082	STAT3;EGFR
cellular response to interleukin-6 (GO:0071354)	2/28	0.002309747679683574	0.013364422403302819	0	0	31.27629513343799	189.86640862094737	SRC;STAT3
regulation of muscle contraction (GO:0006937)	2/28	0.002309747679683574	0.013364422403302819	0	0	31.27629513343799	189.86640862094737	KCNA1;ATP1A2
positive regulation of dephosphorylation (GO:0035306)	2/29	0.002476806348371473	0.014254811004989008	0	0	30.116402116402117	180.7220634534563	SRC;CALM1
positive regulation of protein serine/threonine kinase activity (GO:0071902)	3/106	0.0025050561754685983	0.014341115247920758	0	0	12.04247572815534	72.12773543253539	SRC;CALM1;EGFR
regulation of striated muscle contraction (GO:0006942)	2/30	0.002649406924745911	0.014930511940495186	0	0	29.03935860058309	172.30269560126317	ATP1A2;CALM1
regulation of vasoconstriction (GO:0019229)	2/30	0.002649406924745911	0.014930511940495186	0	0	29.03935860058309	172.30269560126317	ADRA1D;ADRA1B
positive regulation of phosphate metabolic process (GO:0045937)	2/30	0.002649406924745911	0.014930511940495186	0	0	29.03935860058309	172.30269560126317	SRC;EGFR
cardiac muscle cell action potential involved in contraction (GO:0086002)	2/31	0.0028275211870267027	0.01583965850465707	0	0	28.036593947923997	164.52868226245067	KCNH2;ATP1A1
cellular divalent inorganic cation homeostasis (GO:0072503)	3/111	0.002854651948621191	0.01583965850465707	0	0	11.482060185185185	67.27115567322033	HTR2C;HTR2A;ATP1B1
Fc-epsilon receptor signaling pathway (GO:0038095)	3/111	0.002854651948621191	0.01583965850465707	0	0	11.482060185185185	67.27115567322033	SYK;PIK3CA;CALM1
Fc receptor signaling pathway (GO:0038093)	3/112	0.002927988052303363	0.01616368914587877	0	0	11.376146788990825	66.36206703304784	SYK;PIK3CA;CALM1
activation of phospholipase C activity (GO:0007202)	2/32	0.0030111210177089704	0.01629016470580553	0	0	27.100680272108843	157.3314502021346	HTR2A;EGFR
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	2/32	0.0030111210177089704	0.01629016470580553	0	0	27.100680272108843	157.3314502021346	DHFR;BRD4
positive regulation of interleukin-10 production (GO:0032733)	2/32	0.0030111210177089704	0.01629016470580553	0	0	27.100680272108843	157.3314502021346	SYK;STAT3
positive regulation of lamellipodium organization (GO:1902745)	2/32	0.0030111210177089704	0.01629016470580553	0	0	27.100680272108843	157.3314502021346	PIK3CA;SRC
positive regulation of kinase activity (GO:0033674)	3/114	0.0030781257403327544	0.01656981119920418	0	0	11.170045045045045	64.60122268587419	EPHB4;EGFR;EPHA2
regulation of protein-containing complex assembly (GO:0043254)	3/116	0.0032329234240785856	0.01731694626164866	0	0	10.971238938053098	62.9131266019105	HSP90AA1;SYK;SRC
regulation of cellular response to stress (GO:0080135)	3/118	0.0033924274299010912	0.01765878839027139	0	0	10.779347826086957	61.2936306357355	HSP90AA1;ATM;MTOR
regulation of cell adhesion mediated by integrin (GO:0033628)	2/34	0.0033946654206806373	0.01765878839027139	0	0	25.404336734693878	144.43762858756824	SYK;EPHA2
regulation of lamellipodium assembly (GO:0010591)	2/34	0.0033946654206806373	0.01765878839027139	0	0	25.404336734693878	144.43762858756824	PIK3CA;EPHA2
phosphatidylinositol 3-kinase signaling (GO:0014065)	2/34	0.0033946654206806373	0.01765878839027139	0	0	25.404336734693878	144.43762858756824	PIK3CA;HTR2A
positive regulation of protein dephosphorylation (GO:0035307)	2/34	0.0033946654206806373	0.01765878839027139	0	0	25.404336734693878	144.43762858756824	CALM1;MTOR
positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)	2/34	0.0033946654206806373	0.01765878839027139	0	0	25.404336734693878	144.43762858756824	DRD1;CALM1
cellular response to virus (GO:0098586)	2/35	0.00359455426830563	0.018609127838787997	0	0	24.633271490414348	138.64431104204218	HSP90AA1;IL12A
regulation of cardiac muscle contraction (GO:0055117)	2/36	0.003799817233070312	0.019485318702284725	0	0	23.907563025210084	133.23212245257045	ATP1B1;CALM1
regulation of sodium ion transport (GO:0002028)	2/36	0.003799817233070312	0.019485318702284725	0	0	23.907563025210084	133.23212245257045	ATP1A1;DRD2
positive regulation of phosphorylation (GO:0042327)	4/253	0.0039210001762691755	0.020011897126053054	0	0	6.733316243698197	37.31205593817676	HSP90AA1;EPHB4;EGFR;EPHA2
negative regulation of G0 to G1 transition (GO:0070317)	2/38	0.004226355178565091	0.021170908811145504	0	0	22.577097505668934	123.41579162471118	EHMT2;EHMT1
regulation of phosphoprotein phosphatase activity (GO:0043666)	2/38	0.004226355178565091	0.021170908811145504	0	0	22.577097505668934	123.41579162471118	CALM1;MTOR
response to estradiol (GO:0032355)	2/38	0.004226355178565091	0.021170908811145504	0	0	22.577097505668934	123.41579162471118	STAT3;EGFR
positive regulation of potassium ion transport (GO:0043268)	2/38	0.004226355178565091	0.021170908811145504	0	0	22.577097505668934	123.41579162471118	KCNH2;DRD1
negative regulation of protein secretion (GO:0050709)	2/39	0.004447575245014844	0.021889604178109992	0	0	21.96580253723111	118.95352403093693	IL12A;DRD2
negative regulation of secretion by cell (GO:1903531)	2/39	0.004447575245014844	0.021889604178109992	0	0	21.96580253723111	118.95352403093693	IL12A;DRD2
regulation of heart rate by cardiac conduction (GO:0086091)	2/39	0.004447575245014844	0.021889604178109992	0	0	21.96580253723111	118.95352403093693	KCNH2;KCND3
regulation of response to external stimulus (GO:0032101)	3/130	0.004450751311630498	0.021889604178109992	0	0	9.75492125984252	52.81980009793367	FGR;CALM1;BRD4
cellular response to metal ion (GO:0071248)	3/131	0.004546954081844655	0.02226155799346569	0	0	9.67822265625	52.197536018665026	KCNA1;EGFR;KCNH1
negative regulation of protein kinase B signaling (GO:0051898)	2/40	0.004674059598481964	0.022717567100386044	0	0	21.386680988184747	114.75509786105277	DRD2;EPHA2
regulation of protein phosphorylation (GO:0001932)	4/266	0.004682086380208953	0.022717567100386044	0	0	6.3949975637485785	34.30284022282974	FGR;HSP90AA1;EGFR;BRD4
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	3/134	0.004843114519041733	0.023280943322401854	0	0	9.455152671755725	50.397828954060856	SRC;STAT3;IL12A
protein methylation (GO:0006479)	2/41	0.004905781032816657	0.023280943322401854	0	0	20.837257980115123	110.79880549073958	EHMT2;EHMT1
regulation of G0 to G1 transition (GO:0070316)	2/41	0.004905781032816657	0.023280943322401854	0	0	20.837257980115123	110.79880549073958	EHMT2;EHMT1
keratinocyte differentiation (GO:0030216)	2/41	0.004905781032816657	0.023280943322401854	0	0	20.837257980115123	110.79880549073958	UGCG;EPHA2
positive regulation of TOR signaling (GO:0032008)	2/41	0.004905781032816657	0.023280943322401854	0	0	20.837257980115123	110.79880549073958	HTR6;PIK3CA
regulation of intracellular signal transduction (GO:1902531)	5/437	0.00500776324471445	0.023639570207961567	0	0	4.910678341384863	26.010713691167496	EHMT2;EHMT1;ATM;EGFR;MTOR
protein localization to plasma membrane (GO:0072659)	3/136	0.005046895303178486	0.023639570207961567	0	0	9.31203007518797	49.25115960204258	ATP1B3;ATP1B1;EPHA2
cellular calcium ion homeostasis (GO:0006874)	3/136	0.005046895303178486	0.023639570207961567	0	0	9.31203007518797	49.25115960204258	HTR2C;HTR2A;ATP1B1
positive regulation of phospholipase C activity (GO:0010863)	2/43	0.005384826815772965	0.025113718166665296	0	0	19.818815331010452	103.53686305193918	HTR2A;EGFR
protein localization to cell periphery (GO:1990778)	3/140	0.005469838238739869	0.02540070804427699	0	0	9.038321167883211	47.076152160720206	ATP1B3;ATP1B1;EPHA2
cation transmembrane transport (GO:0098655)	2/44	0.005632097248506696	0.02593161371440104	0	0	19.345966958211857	100.1980519312332	ATP1A2;ATP1B1
metal ion homeostasis (GO:0055065)	2/44	0.005632097248506696	0.02593161371440104	0	0	19.345966958211857	100.1980519312332	KCNH2;KCNA1
positive regulation of Notch signaling pathway (GO:0045747)	2/45	0.005884496930555281	0.026978922368054294	0	0	18.895111532985286	97.03459867761129	SRC;STAT3
purine ribonucleotide biosynthetic process (GO:0009152)	2/48	0.006672204853240559	0.03033330105548859	0	0	17.66015971606034	88.47395487409875	IMPDH1;IMPDH2
regulation of interleukin-10 production (GO:0032653)	2/48	0.006672204853240559	0.03033330105548859	0	0	17.66015971606034	88.47395487409875	SYK;STAT3
positive regulation of protein kinase activity (GO:0045860)	3/154	0.007115201783135997	0.032211917696038275	0	0	8.19453642384106	40.52625760392161	HSP90AA1;SRC;CALM1
positive regulation of ion transport (GO:0043270)	2/50	0.00722250262714212	0.03256144934403239	0	0	16.922619047619047	83.43788300609687	DRD1;DRD2
neutrophil degranulation (GO:0043312)	5/481	0.00745642048887964	0.03334808811036674	0	0	4.446702594081111	21.782972206019185	FGR;HSP90AA1;IMPDH1;TUBB;IMPDH2
inositol lipid-mediated signaling (GO:0048017)	2/51	0.007505120300953309	0.03334808811036674	0	0	16.576426488962934	81.09469280568841	PIK3CA;KCNH1
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	2/51	0.007505120300953309	0.03334808811036674	0	0	16.576426488962934	81.09469280568841	ATM;EPHA2
cellular response to cytokine stimulus (GO:0071345)	5/482	0.0075202712559422225	0.03334808811036674	0	0	4.437152492935922	21.698354887172613	HSP90AA1;SYK;PIK3CA;STAT3;IL12A
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	2/52	0.007792682298450811	0.033862177698489065	0	0	16.24408163265306	78.85803384874593	DRD1;CALM1
regulation of telomere maintenance via telomerase (GO:0032210)	2/52	0.007792682298450811	0.033862177698489065	0	0	16.24408163265306	78.85803384874593	SRC;ATM
response to peptide hormone (GO:0043434)	2/52	0.007792682298450811	0.033862177698489065	0	0	16.24408163265306	78.85803384874593	SRC;STAT3
positive regulation of protein localization to cell periphery (GO:1904377)	2/52	0.007792682298450811	0.033862177698489065	0	0	16.24408163265306	78.85803384874593	EGFR;EPHA2
positive regulation of protein localization to plasma membrane (GO:1903078)	2/52	0.007792682298450811	0.033862177698489065	0	0	16.24408163265306	78.85803384874593	EGFR;EPHA2
neutrophil mediated immunity (GO:0002446)	5/488	0.007911450650695158	0.03424075841620865	0	0	4.3806823296426325	21.20006733955151	FGR;HSP90AA1;IMPDH1;TUBB;IMPDH2
regulation of DNA replication (GO:0006275)	2/53	0.008085162591771175	0.03471486477895401	0	0	15.924769907963185	76.72115694292032	EHMT2;EGFR
epidermal cell differentiation (GO:0009913)	2/53	0.008085162591771175	0.03471486477895401	0	0	15.924769907963185	76.72115694292032	UGCG;EPHA2
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	3/165	0.008593188135689428	0.03675031447753344	0	0	7.633873456790123	36.31269831485577	ADRA1D;DRD1;ADRA1B
positive regulation of response to DNA damage stimulus (GO:2001022)	2/55	0.008684774419685168	0.036995771346847846	0	0	15.322294955718137	72.72242891249378	ATM;EGFR
cellular response to oxygen-containing compound (GO:1901701)	4/323	0.009193173401537351	0.03900789655083692	0	0	5.237110651637431	24.558352037525076	ATM;DRD1;EGFR;MTOR
cellular response to peptide (GO:1901653)	2/57	0.009303749458477008	0.03932287857059423	0	0	14.763636363636364	69.05451431828929	SRC;ATP1A3
regulation of phagocytosis (GO:0050764)	2/58	0.009620434122628242	0.04019203894658808	0	0	14.49927113702624	67.33267063743956	FGR;SYK
positive regulation of mitotic cell cycle phase transition (GO:1901992)	2/58	0.009620434122628242	0.04019203894658808	0	0	14.49927113702624	67.33267063743956	EGFR;BRD4
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	3/172	0.009620830025107498	0.04019203894658808	0	0	7.31508875739645	33.969990123707035	HTR2C;HTR2A;EGFR
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	2/59	0.00994188290783623	0.04137352810107232	0	0	14.244181883279628	65.67990626739639	STAT3;IL12A
defense response to bacterium (GO:0042742)	3/176	0.010238939405310607	0.042446484431211025	0	0	7.144508670520231	32.73297541448385	FGR;SYK;IL12A
positive regulation of DNA biosynthetic process (GO:2000573)	2/61	0.010598971473712943	0.043604894047746784	0	0	13.759944655828432	62.566445141892196	HSP90AA1;ATM
positive regulation of interleukin-8 production (GO:0032757)	2/61	0.010598971473712943	0.043604894047746784	0	0	13.759944655828432	62.566445141892196	SYK;STAT3
positive regulation of cellular biosynthetic process (GO:0031328)	3/180	0.010879718154150049	0.04459036001056952	0	0	6.981638418079096	31.5629745514898	HSP90AA1;EGFR;MTOR
negative regulation of cell cycle process (GO:0010948)	2/64	0.011619704170119882	0.047265112451389896	0	0	13.09216589861751	58.326292787227864	EHMT2;EHMT1
protein catabolic process (GO:0030163)	2/64	0.011619704170119882	0.047265112451389896	0	0	13.09216589861751	58.326292787227864	HSP90AA1;MTOR
regulation of mitotic cell cycle phase transition (GO:1901990)	3/188	0.012229879529695994	0.047827736232701736	0	0	6.677027027027027	29.404780244619115	HSP90AA1;KCNH5;TUBB
cellular response to nutrient levels (GO:0031669)	2/66	0.012323300976411534	0.047827736232701736	0	0	12.681760204081632	55.75235849108612	EHMT2;MTOR
regulation of caveolin-mediated endocytosis (GO:2001286)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	SRC
regulation of glial cell migration (GO:1903975)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	ATP1B2
regulation of inositol trisphosphate biosynthetic process (GO:0032960)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	HRH1
regulation of mononuclear cell proliferation (GO:0032944)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	IL12A
regulation of neutrophil activation (GO:1902563)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	SYK
regulation of neutrophil degranulation (GO:0043313)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	SYK
peristalsis (GO:0030432)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	DRD2
regulation of protein kinase C activity (GO:1900019)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	EGFR
regulation of respiratory gaseous exchange by nervous system process (GO:0002087)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	ATP1A2
positive regulation of bicellular tight junction assembly (GO:1903348)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	EPHA2
regulation of system process (GO:0044057)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	HTR2C
glucosylceramide metabolic process (GO:0006678)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	UGCG
response to cocaine (GO:0042220)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	DRD2
response to morphine (GO:0043278)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	DRD2
positive regulation of metallopeptidase activity (GO:1905050)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	STAT3
positive regulation of mononuclear cell proliferation (GO:0032946)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	IL12A
positive regulation of protein kinase C activity (GO:1900020)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	EGFR
mammary gland duct morphogenesis (GO:0060603)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	EPHA2
membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915)	1/5	0.012686284934182437	0.047827736232701736	0	0	99.725	435.52239025630115	KCNH2
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	2/68	0.013045153156772179	0.04900991567926215	0	0	12.296227581941867	53.357495224329035	STAT3;IL12A
negative regulation of cellular catabolic process (GO:0031330)	2/69	0.013412863516196458	0.049871884276716724	0	0	12.112092598233323	52.221784663977374	STAT3;MTOR
cellular response to decreased oxygen levels (GO:0036294)	2/69	0.013412863516196458	0.049871884276716724	0	0	12.112092598233323	52.221784663977374	KCND2;MTOR
synapse assembly (GO:0007416)	2/69	0.013412863516196458	0.049871884276716724	0	0	12.112092598233323	52.221784663977374	DRD1;DRD2
protein localization to membrane (GO:0072657)	3/195	0.013486995559779216	0.049975784916716136	0	0	6.431315104166667	27.693431595515985	ATP1B3;ATP1B1;EPHA2
defense response to Gram-positive bacterium (GO:0050830)	2/70	0.013785064109602813	0.050905936404744855	0	0	11.933373349339735	51.12459513583281	FGR;IL12A
negative regulation of intracellular signal transduction (GO:1902532)	3/198	0.014047560603519462	0.051698845486421965	0	0	6.331410256410257	27.00540545253821	SRC;DRD2;EPHA2
regulation of TOR signaling (GO:0032006)	2/71	0.014161730586365202	0.051733725662046565	0	0	11.75983436853002	50.06410777572769	HTR6;PIK3CA
positive regulation of protein phosphorylation (GO:0001934)	4/371	0.014674792499731752	0.051733725662046565	0	0	4.54101687054322	19.170466046125412	HSP90AA1;SRC;CALM1;EGFR
negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903588)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	IL12A
pteridine-containing compound biosynthetic process (GO:0042559)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	DHFR
radial glial cell differentiation (GO:0060019)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	STAT3
cellular response to magnesium ion (GO:0071286)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	KCNA1
cellular response to X-ray (GO:0071481)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	ATM
cerebral cortex cell migration (GO:0021795)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	HTR6
regulation of nitric oxide mediated signal transduction (GO:0010749)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	EGFR
regulation of NK T cell activation (GO:0051133)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	IL12A
regulation of response to reactive oxygen species (GO:1901031)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	DHFR
regulation of resting membrane potential (GO:0060075)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	ATP1A3
response to catecholamine (GO:0071869)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	DRD1
positive regulation of growth hormone secretion (GO:0060124)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	DRD2
positive regulation of killing of cells of other organism (GO:0051712)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	SYK
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	IL12A
positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	IL12A
signal complex assembly (GO:0007172)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	SRC
positive regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903997)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	SRC
magnesium ion homeostasis (GO:0010960)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	KCNA1
T-helper 17 cell lineage commitment (GO:0072540)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	STAT3
telencephalon cell migration (GO:0022029)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	HTR6
positive regulation of tau-protein kinase activity (GO:1902949)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	HSP90AA1
negative regulation of actin filament depolymerization (GO:0030835)	1/6	0.015204551534686514	0.051733725662046565	0	0	79.776	333.9551362891586	PIK3CA
establishment of protein localization to organelle (GO:0072594)	2/76	0.016111205418151742	0.05430630611352083	0	0	10.962493105350248	45.25580539158434	SYK;STAT3
positive regulation of interleukin-6 production (GO:0032755)	2/76	0.016111205418151742	0.05430630611352083	0	0	10.962493105350248	45.25580539158434	SYK;STAT3
protein import into nucleus (GO:0006606)	2/76	0.016111205418151742	0.05430630611352083	0	0	10.962493105350248	45.25580539158434	SYK;STAT3
positive regulation of macromolecule metabolic process (GO:0010604)	4/384	0.01645113076521835	0.05440259541594481	0	0	4.382754759238522	18.00155625381408	STAT3;ATM;DRD1;MTOR
import into nucleus (GO:0051170)	2/77	0.016514160967545776	0.05440259541594481	0	0	10.81578231292517	44.382963182956786	SYK;STAT3
positive regulation of tumor necrosis factor production (GO:0032760)	2/77	0.016514160967545776	0.05440259541594481	0	0	10.81578231292517	44.382963182956786	SYK;STAT3
positive regulation of protein modification process (GO:0031401)	3/214	0.017260119328075148	0.05440259541594481	0	0	5.846563981042654	23.733288550259513	HSP90AA1;CALM1;EGFR
axon development (GO:0061564)	2/79	0.01733294237283156	0.05440259541594481	0	0	10.53379273787437	42.71607174923344	DHFR;DRD2
negative regulation of cardiocyte differentiation (GO:1905208)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	EGFR
